"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name"
"10679","Author","Lorenz, Pascal","WROTE_A_PAPER_WITH","860","Author","Ullah, Insaf"
"1458","Author","Andrew Yang, T.","WROTE_A_PAPER_WITH","140","Author","Wei, Wei"
"178","Author","Liu, Xin","WROTE_A_PAPER_WITH","1487","Author","Zou, Sanyong"
"6162","Author","Tan, Liang","WROTE_A_PAPER_WITH","426","Author","Zhang, Jing"
"24395","Author","Acharjee, Uzzal Kumar","WROTE_A_PAPER_WITH","573","Author","Islam, Md. Jahidul"
"79","Author","Han, Guangjie","WROTE_A_PAPER_WITH","26035","Author","Liu, Xianjie"
"2130","Author","Chakraborty, Chinmay","WROTE_A_PAPER_WITH","22","Author","Liu, Qiang"
"23566","Author","Harold Robinson, Y.","WROTE_A_PAPER_WITH","90","Author","Vimal, S."
"30808","Author","Nagpal, Renuka","WROTE_A_PAPER_WITH","850","Author","Srivastava, Gautam"
"30099","Author","Fang, Da","WROTE_A_PAPER_WITH","203","Author","Zhang, Jun"
"7178","Author","Abbasi, Mahdi","WROTE_A_PAPER_WITH","46","Author","Xu, Xiaolong"
"866","Author","Li, Zengxiang","WROTE_A_PAPER_WITH","2056","Author","Ning, Huansheng"
"30","Author","Zhang, Hui","WROTE_A_PAPER_WITH","2815","Author","Zhou, Zhenyu"
"520","Author","Bai, Bo","WROTE_A_PAPER_WITH","12652","Author","Lei, Kai"
"3448","Author","Yu, Yang","WROTE_A_PAPER_WITH","337","Author","Zheng, Zibin"
"18583","Author","Bisht, Abhishek","WROTE_A_PAPER_WITH","621","Author","Park, KiSung"
"293","Author","Shi, Fan","WROTE_A_PAPER_WITH","4749","Author","Zhu, Pengcheng"
"2829","Author","Chen, Kai","WROTE_A_PAPER_WITH","60","Author","Zhang, Yu"
"3653","Author","Min, Geyong","WROTE_A_PAPER_WITH","785","Author","Ni, Qiang"
"679","Author","Liu, Aixia","WROTE_A_PAPER_WITH","19803","Author","Liu, Na"
"33494","Author","Bu, Longyu","WROTE_A_PAPER_WITH","222","Author","Deng, Jianhua"
"203","Author","Zhang, Jun","WROTE_A_PAPER_WITH","4960","Author","Zhao, Haitao"
"410","Author","He, Debiao","WROTE_A_PAPER_WITH","43400","Author","Zhang, Yunru"
"778","Author","Cheng, Xiuzhen","WROTE_A_PAPER_WITH","7283","Author","Zheng, Yanwei"
"13629","Author","Singh, Hemant","WROTE_A_PAPER_WITH","382","Author","Srinidhi, N.N."
"827","Author","Alghamdi, Abdullah","WROTE_A_PAPER_WITH","5275","Author","Mohan, Senthilkumar"
"616","Author","Yu, Wangyang","WROTE_A_PAPER_WITH","16668","Author","Zeng, Shengke"
"21","Author","Han, Zhu","WROTE_A_PAPER_WITH","9691","Author","Yang, Xiang"
"41570","Author","Gupta, Robin","WROTE_A_PAPER_WITH","321","Author","Liu, Liang"
"6668","Author","Leung, Victor C. M.","WROTE_A_PAPER_WITH","856","Author","Yin, Changchuan"
"415","Author","Li, Rui","WROTE_A_PAPER_WITH","2094","Author","Yao, Qingsong"
"289","Author","Cheng, Bo","WROTE_A_PAPER_WITH","43541","Author","Qian, Junyan"
"731","Author","Luo, Qing","WROTE_A_PAPER_WITH","6492","Author","Pan, Jeng-Shyang"
"29183","Author","Ahmed, Suhail","WROTE_A_PAPER_WITH","453","Author","Jhanjhi, N.Z."
"253","Author","Yang, Yang","WROTE_A_PAPER_WITH","20554","Author","Zeng, Jun"
"7929","Author","Garg, Sahil","WROTE_A_PAPER_WITH","502","Author","Tripathi, Rakesh"
"148","Author","Zhang, Ning","WROTE_A_PAPER_WITH","15875","Author","Zhou, Haibo"
"801","Author","Hasan, Mohammad Kamrul","WROTE_A_PAPER_WITH","3466","Author","Nebhen, Jamel"
"3537","Author","Gong, Peng","WROTE_A_PAPER_WITH","785","Author","Ni, Qiang"
"576","Author","Chen, Min","WROTE_A_PAPER_WITH","1965","Author","Feng, Luanye"
"366","Author","Huang, Guixun","WROTE_A_PAPER_WITH","5188","Author","Jiang, Yuan"
"127","Author","Li, Jie","WROTE_A_PAPER_WITH","32989","Author","Lu, Xinyu"
"4079","Author","Peng, Tao","WROTE_A_PAPER_WITH","871","Author","Wang, Guojun"
"367","Author","Lee, Yu-Qi","WROTE_A_PAPER_WITH","1926","Author","Wang, Tao"
"46009","Author","Mortezavi, Seyed Amir","WROTE_A_PAPER_WITH","122","Author","Tazekand, Behzad Mozaffari"
"410","Author","He, Debiao","WROTE_A_PAPER_WITH","43435","Author","Xie, Xiang"
"332","Author","Gui, Guan","WROTE_A_PAPER_WITH","24040","Author","Ohtsuki, Tomoaki"
"35356","Author","Yuan, Jianping","WROTE_A_PAPER_WITH","339","Author","Zhang, Ruonan"
"1139","Author","Kumar, Neeraj","WROTE_A_PAPER_WITH","201","Author","Stephan, Thompson"
"20803","Author","Sekhari Seklouli, Aicha","WROTE_A_PAPER_WITH","840","Author","Wang, Lei"
"35274","Author","Chi, Lidong","WROTE_A_PAPER_WITH","253","Author","Yang, Yang"
"2448","Author","Band, Shahab S.","WROTE_A_PAPER_WITH","242","Author","Gupta, Deepak"
"292","Author","Chen, Shengyong","WROTE_A_PAPER_WITH","7012","Author","Zhao, Meng"
"648","Author","Jiao, Pengfei","WROTE_A_PAPER_WITH","3953","Author","Zhao, Yubin"
"5620","Author","Liu, Zhe","WROTE_A_PAPER_WITH","876","Author","Lu, Rongxing"
"8344","Author","Liu, Banteng","WROTE_A_PAPER_WITH","552","Author","Wang, Zhangquan"
"30728","Author","Li, Chaofei","WROTE_A_PAPER_WITH","147","Author","Liu, Lei"
"36381","Author","Hagos, Desta Haileselassie","WROTE_A_PAPER_WITH","107","Author","Rawat, Danda B."
"745","Author","Goulas, Georgios","WROTE_A_PAPER_WITH","29811","Author","Plakas, Konstantinos"
"10063","Author","Dohler, Mischa","WROTE_A_PAPER_WITH","35","Author","Gazda, Vladimir"
"542","Author","Abouhawwash, Mohamed","WROTE_A_PAPER_WITH","1685","Author","Ali, Yasir"
"152","Author","Chen, Xiangcong","WROTE_A_PAPER_WITH","10821","Author","Hsu, Ching-Hsien"
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","11190","Author","Singh, Pavitar Parkash"
"10148","Author","Chintakindi, Sanjay","WROTE_A_PAPER_WITH","413","Author","Singh, Himanshu"
"1392","Author","Hu, Jie","WROTE_A_PAPER_WITH","761","Author","Yang, Kun"
"8558","Author","Lin, Chuan","WROTE_A_PAPER_WITH","178","Author","Liu, Xin"
"190","Author","Chen, Jin","WROTE_A_PAPER_WITH","69","Author","Kang, Jiawen"
"45366","Author","Fang, Xiaosheng","WROTE_A_PAPER_WITH","268","Author","Gong, Yunping"
"4480","Author","Chen, Wei","WROTE_A_PAPER_WITH","21","Author","Han, Zhu"
"4285","Author","Chen, Xu","WROTE_A_PAPER_WITH","336","Author","Liu, Kang"
"7992","Author","Khattak, Hasan Ali","WROTE_A_PAPER_WITH","297","Author","Song, Houbing"
"35092","Author","Dai, Yuanshun","WROTE_A_PAPER_WITH","876","Author","Lu, Rongxing"
"5260","Author","Goudos, Sotirios K.","WROTE_A_PAPER_WITH","337","Author","Zheng, Zibin"
"7646","Author","Aziz, Abdul","WROTE_A_PAPER_WITH","21","Author","Han, Zhu"
"4355","Author","Li, Dongqing","WROTE_A_PAPER_WITH","148","Author","Zhang, Ning"
"381","Author","Shreyas, J.","WROTE_A_PAPER_WITH","13629","Author","Singh, Hemant"
"783","Author","Wang, Cheng","WROTE_A_PAPER_WITH","1295","Author","Zhang, Bo"
"500","Author","Kymissis, Ioannis","WROTE_A_PAPER_WITH","29881","Author","Zussman, Gil"
"326","Author","Ni, Kejie","WROTE_A_PAPER_WITH","3350","Author","Shi, Zhiguo"
"165","Author","Liu, Wei","WROTE_A_PAPER_WITH","297","Author","Song, Houbing"
"14147","Author","Gao, Xinbo","WROTE_A_PAPER_WITH","554","Author","Wang, Guoyin"
"30246","Author","Hu, Yueming","WROTE_A_PAPER_WITH","553","Author","Ning, Zhaolong"
"79","Author","Han, Guangjie","WROTE_A_PAPER_WITH","4657","Author","Yang, Fan"
"417","Author","Kumar, Sunil","WROTE_A_PAPER_WITH","17934","Author","Suresh, A."
"6097","Author","Dilipkumar, S.M.","WROTE_A_PAPER_WITH","381","Author","Shreyas, J."
"16913","Author","Choudhary, Karanjeet","WROTE_A_PAPER_WITH","826","Author","Masud, Mehedi"
"6995","Author","Bajaj, Garvita","WROTE_A_PAPER_WITH","642","Author","Georgantas, Nikolaos"
"12235","Author","Xiong, Neal","WROTE_A_PAPER_WITH","253","Author","Yang, Yang"
"361","Author","Lv, Zhihan","WROTE_A_PAPER_WITH","14416","Author","Titouna, Faiza"
"2029","Author","Mathews, Ian","WROTE_A_PAPER_WITH","174","Author","Sarma, Sanjay E."
"139","Author","Qi, Yong","WROTE_A_PAPER_WITH","21782","Author","Zheng, Yuanqing"
"10466","Author","Abuadbba, Alsharif","WROTE_A_PAPER_WITH","435","Author","Won, Dongho"
"876","Author","Lu, Rongxing","WROTE_A_PAPER_WITH","18753","Author","Wang, Chenhao"
"534","Author","Iwendi, Celestine","WROTE_A_PAPER_WITH","850","Author","Srivastava, Gautam"
"432","Author","Guo, Xiuzhen","WROTE_A_PAPER_WITH","37099","Author","Zhang, Jiacheng"
"18654","Author","Bai, Pengxia","WROTE_A_PAPER_WITH","320","Author","Chen, Bo"
"9","Author","Elmossallamy, Mohamed A.","WROTE_A_PAPER_WITH","25330","Author","Qian, Lijun"
"596","Author","Rahman, Md Arafatur","WROTE_A_PAPER_WITH","23087","Author","Shah, Syed Tauhidullah"
"1918","Author","Yu, Keping","WROTE_A_PAPER_WITH","426","Author","Zhang, Jing"
"104","Author","Liu, Jian","WROTE_A_PAPER_WITH","24816","Author","Shen, Fangyang"
"39901","Author","Qin, Yanyuan","WROTE_A_PAPER_WITH","343","Author","Zhang, Peng"
"17771","Author","Fan, Zhang","WROTE_A_PAPER_WITH","480","Author","Lai, Chin-Feng"
"28520","Author","Feng, Xingyu","WROTE_A_PAPER_WITH","611","Author","Li, Jianqiang"
"21","Author","Han, Zhu","WROTE_A_PAPER_WITH","60","Author","Zhang, Yu"
"462","Author","Chang, Victor","WROTE_A_PAPER_WITH","38204","Author","Chi, Po-Wen"
"230","Author","Ma, Maode","WROTE_A_PAPER_WITH","10743","Author","Xiang, Xinyin"
"73","Author","Cao, Wenliang","WROTE_A_PAPER_WITH","5723","Author","Li, Jianxin"
"415","Author","Li, Rui","WROTE_A_PAPER_WITH","5608","Author","Zhao, Guanao"
"63","Author","Chen, Xingxing","WROTE_A_PAPER_WITH","385","Author","Luo, Xiangyang"
"46039","Author","Le, Tan","WROTE_A_PAPER_WITH","878","Author","Shetty, Sachin"
"534","Author","Iwendi, Celestine","WROTE_A_PAPER_WITH","3583","Author","Mosavi, Amir"
"23083","Author","Telikani, Akbar","WROTE_A_PAPER_WITH","140","Author","Wei, Wei"
"4394","Author","Zhang, Di","WROTE_A_PAPER_WITH","245","Author","Zhang, Xin"
"45530","Author","Liu, Shuanggen","WROTE_A_PAPER_WITH","396","Author","Zhang, Wenbo"
"403","Author","Hitimana, Eric","WROTE_A_PAPER_WITH","39553","Author","Jayavel, Kayavizhi"
"11217","Author","Pandey, Shivam","WROTE_A_PAPER_WITH","118","Author","Singh, Rajesh"
"126","Author","Yang, Laurence T.","WROTE_A_PAPER_WITH","5612","Author","Zhou, Xiaokang"
"297","Author","Song, Houbing","WROTE_A_PAPER_WITH","884","Author","Wang, Tian"
"18070","Author","Gong, Yuping","WROTE_A_PAPER_WITH","253","Author","Yang, Yang"
"297","Author","Song, Houbing","WROTE_A_PAPER_WITH","39597","Author","Song, Yonghui"
"33718","Author","Hu, Qiyu","WROTE_A_PAPER_WITH","138","Author","Qin, Zhijin"
"178","Author","Liu, Xin","WROTE_A_PAPER_WITH","362","Author","Skonieczny, Lukasz"
"24302","Author","Kim, Hongchan","WROTE_A_PAPER_WITH","651","Author","Ock, Jinwoo"
"332","Author","Gui, Guan","WROTE_A_PAPER_WITH","3874","Author","Wang, Jie"
"69","Author","Kang, Jiawen","WROTE_A_PAPER_WITH","6334","Author","Zhang, Yan"
"139","Author","Qi, Yong","WROTE_A_PAPER_WITH","9754","Author","Yang, Xu"
"849","Author","Gong, Yi","WROTE_A_PAPER_WITH","36966","Author","Lu, Fangwei"
"4574","Author","Ge, Jingyi","WROTE_A_PAPER_WITH","627","Author","Guo, Song"
"36087","Author","Alzain, Mohammed A.","WROTE_A_PAPER_WITH","118","Author","Singh, Rajesh"
"462","Author","Chang, Victor","WROTE_A_PAPER_WITH","6220","Author","Chen, Waner"
"733","Author","Gupta, Sachin Kumar","WROTE_A_PAPER_WITH","15284","Author","Saket, R.K."
"11864","Author","Jia, Xiaofeng","WROTE_A_PAPER_WITH","718","Author","Wang, Ge"
"19757","Author","Islam, Saif ul","WROTE_A_PAPER_WITH","376","Author","Zeadally, Sherali"
"576","Author","Chen, Min","WROTE_A_PAPER_WITH","17166","Author","Jin, Depeng"
"46","Author","Xu, Xiaolong","WROTE_A_PAPER_WITH","15460","Author","Zhang, Yulan"
"20785","Author","Ji, Jingyi","WROTE_A_PAPER_WITH","41","Author","Mohamad, Ummul Hanan"
"357","Author","Ling, Zhen","WROTE_A_PAPER_WITH","31853","Author","Xu, Yiling"
"780","Author","Kim, Inwoong","WROTE_A_PAPER_WITH","7517","Author","Yousefpour, Ashkan"
"783","Author","Wang, Cheng","WROTE_A_PAPER_WITH","16339","Author","Zhang, Junqi"
"6832","Author","Alroobaea, Roobaea","WROTE_A_PAPER_WITH","711","Author","Arul, Rajakumar"
"24634","Author","Cavuoto, Lora A.","WROTE_A_PAPER_WITH","158","Author","Lombardo, Seamus"
"835","Author","Bal, Henri","WROTE_A_PAPER_WITH","9912","Author","Jiao, Lei"
"36652","Author","Silva-Martinez, Jose","WROTE_A_PAPER_WITH","461","Author","Zhou, Jun"
"178","Author","Liu, Xin","WROTE_A_PAPER_WITH","23537","Author","Zhang, Xueyan"
"288","Author","Chen, Junliang","WROTE_A_PAPER_WITH","1093","Author","Zhang, Yang"
"1234","Author","Atiquzzaman, Mohammed","WROTE_A_PAPER_WITH","148","Author","Zhang, Ning"
"9229","Author","Jena, Kalyan Kumar","WROTE_A_PAPER_WITH","340","Author","Panda, Sanjaya Kumar"
"449","Author","Meenakshisundaram, Iyapparaja","WROTE_A_PAPER_WITH","5063","Author","Su, Chunhua"
"410","Author","He, Debiao","WROTE_A_PAPER_WITH","10624","Author","Zhong, Hong"
"4887","Author","Li, Guoliang","WROTE_A_PAPER_WITH","127","Author","Li, Jie"
"2798","Author","Chao, Han-Chieh","WROTE_A_PAPER_WITH","193","Author","Lin, Jerry Chun-Wei"
"765","Author","Wang, Yulong","WROTE_A_PAPER_WITH","20279","Author","Xu, Yixiao"
"22175","Author","Indragandhi, V.","WROTE_A_PAPER_WITH","844","Author","Vairavasundaram, Subramaniyaswamy"
"577","Author","Fortino, Giancarlo","WROTE_A_PAPER_WITH","4880","Author","Roshanzamir, Mohamad"
"29773","Author","Guo, Xiaojie","WROTE_A_PAPER_WITH","581","Author","Rafatirad, Setareh"
"10827","Author","Wang, Xu","WROTE_A_PAPER_WITH","331","Author","Zeng, Peng"
"1325","Author","Qi, Lianyong","WROTE_A_PAPER_WITH","297","Author","Song, Houbing"
"253","Author","Yang, Yang","WROTE_A_PAPER_WITH","27519","Author","Yunhao, Zhao"
"510","Author","Mahmood, Khalid","WROTE_A_PAPER_WITH","33733","Author","Umar, Muhammad"
"15300","Author","Chowdhury, Mosharaf","WROTE_A_PAPER_WITH","16","Author","Jin, Jionghua"
"726","Author","Kumar, E. Saravana","WROTE_A_PAPER_WITH","39300","Author","S, Yuvaraj"
"3966","Author","Hammoudeh, Mohammad","WROTE_A_PAPER_WITH","850","Author","Srivastava, Gautam"
"26534","Author","Mast, Noor","WROTE_A_PAPER_WITH","859","Author","Uddin, M. Irfan"
"19455","Author","Mishra, Alekha Kumar","WROTE_A_PAPER_WITH","279","Author","Sharma, Pradip Kumar"
"33","Author","Liu, Jiangchuan","WROTE_A_PAPER_WITH","738","Author","Ngai, Edith C. H."
"32200","Author","Kido, Koshiro","WROTE_A_PAPER_WITH","529","Author","Zhang, Yongxin"
"16729","Author","Tang, Fengxiao","WROTE_A_PAPER_WITH","475","Author","Zhao, Ming"
"79","Author","Han, Guangjie","WROTE_A_PAPER_WITH","12490","Author","Xie, Hongtianchen"
"17000","Author","Gupta, Govind P.","WROTE_A_PAPER_WITH","850","Author","Srivastava, Gautam"
"46073","Author","Agarwal, Shreesh Kumar","WROTE_A_PAPER_WITH","408","Author","Joshi, Amit M."
"2312","Author","Liu, Ximeng","WROTE_A_PAPER_WITH","385","Author","Luo, Xiangyang"
"467","Author","Hou, Tianwei","WROTE_A_PAPER_WITH","11205","Author","Huang, Zhao"
"8192","Author","Gong, Shiqi","WROTE_A_PAPER_WITH","285","Author","Ma, Shaodan"
"178","Author","Liu, Xin","WROTE_A_PAPER_WITH","1053","Author","Wang, Wei"
"2764","Author","Mansour, Romany F.","WROTE_A_PAPER_WITH","626","Author","Rani, Shalli"
"95","Author","Wang, Chao","WROTE_A_PAPER_WITH","1097","Author","Zhang, Lei"
"870","Author","Muhammad, Khan","WROTE_A_PAPER_WITH","28053","Author","Salama, Ahmed S."
"193","Author","Lin, Jerry Chun-Wei","WROTE_A_PAPER_WITH","17285","Author","Rizwan, Muhammad"
"423","Author","Jia, Min","WROTE_A_PAPER_WITH","1876","Author","Xiang, Wei"
"17543","Author","Wang, Shangping","WROTE_A_PAPER_WITH","349","Author","Zhang, Yaling"
"8526","Author","Aloqaily, Moayad","WROTE_A_PAPER_WITH","626","Author","Rani, Shalli"
"14807","Author","Chen, Xiwei","WROTE_A_PAPER_WITH","289","Author","Cheng, Bo"
"510","Author","Mahmood, Khalid","WROTE_A_PAPER_WITH","26085","Author","Saher, Najia"
"716","Author","Chen, Liming","WROTE_A_PAPER_WITH","13018","Author","Yang, Zhixing"
"14225","Author","Malik, Khalid Mahmood","WROTE_A_PAPER_WITH","870","Author","Muhammad, Khan"
"5381","Author","Guan, Yu","WROTE_A_PAPER_WITH","420","Author","Li, Yinhao"
"436","Author","Hoang, Tiep M.","WROTE_A_PAPER_WITH","36509","Author","Tuan, Hoang Duong"
"34993","Author","Rathore, Shailendra","WROTE_A_PAPER_WITH","279","Author","Sharma, Pradip Kumar"
"871","Author","Wang, Guojun","WROTE_A_PAPER_WITH","3028","Author","Zhang, Yaoxue"
"28341","Author","Akyildiz, Ian","WROTE_A_PAPER_WITH","418","Author","Lyakhov, Andrey"
"285","Author","Ma, Shaodan","WROTE_A_PAPER_WITH","10542","Author","Yang, Guanghua"
"560","Author","Liu, Xiaoyu","WROTE_A_PAPER_WITH","11183","Author","Ren, Ni"
"508","Author","Das, Ashok Kumar","WROTE_A_PAPER_WITH","410","Author","He, Debiao"
"42747","Author","Han, Shuangshuang","WROTE_A_PAPER_WITH","867","Author","Wang, Xiao"
"509","Author","Khan, Muhammad Khurram","WROTE_A_PAPER_WITH","42617","Author","Shen, Han"
"508","Author","Das, Ashok Kumar","WROTE_A_PAPER_WITH","15714","Author","Lee, Joonyoung"
"754","Author","Ahmad, Haseeb","WROTE_A_PAPER_WITH","17101","Author","Xu, Guosheng"
"33","Author","Liu, Jiangchuan","WROTE_A_PAPER_WITH","1150","Author","Wang, Feng"
"25777","Author","Li, Jingsong","WROTE_A_PAPER_WITH","322","Author","Qi, Xin"
"543","Author","Chen, Xianfu","WROTE_A_PAPER_WITH","2771","Author","Li, Xiang"
"309","Author","Gao, Xiao-Zhi","WROTE_A_PAPER_WITH","9418","Author","Varshith, Sai"
"32556","Author","Patel, Shivani Bharatbhai","WROTE_A_PAPER_WITH","297","Author","Song, Houbing"
"9064","Author","Liu, Daibo","WROTE_A_PAPER_WITH","33","Author","Liu, Jiangchuan"
"44","Author","Ju, Yun","WROTE_A_PAPER_WITH","6082","Author","Liu, Zehui"
"66","Author","De Albuquerque, Victor Hugo C.","WROTE_A_PAPER_WITH","1210","Author","Muzammal, Muhammad"
"840","Author","Wang, Lei","WROTE_A_PAPER_WITH","1053","Author","Wang, Wei"
"42955","Author","Gu, Chengdong","WROTE_A_PAPER_WITH","410","Author","He, Debiao"
"557","Author","Buyya, Rajkumar","WROTE_A_PAPER_WITH","6801","Author","Morgan, Graham"
"613","Author","Hu, Shushan","WROTE_A_PAPER_WITH","30980","Author","Lei, Mei"
"208","Author","Chen, Chien-Ming","WROTE_A_PAPER_WITH","24033","Author","Sun, Lingyun"
"7351","Author","Yan, Zheng","WROTE_A_PAPER_WITH","126","Author","Yang, Laurence T."
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","10799","Author","Sivasankari, S.A."
"19273","Author","Song, Jeungeun","WROTE_A_PAPER_WITH","60","Author","Zhang, Yu"
"21","Author","Han, Zhu","WROTE_A_PAPER_WITH","3411","Author","Li, Jun"
"26589","Author","Okwudire, Chinedum E.","WROTE_A_PAPER_WITH","17","Author","Singh, Karandeep"
"26879","Author","Ismail, Ismahani Binti","WROTE_A_PAPER_WITH","107","Author","Rawat, Danda B."
"733","Author","Gupta, Sachin Kumar","WROTE_A_PAPER_WITH","1121","Author","Kumar, Sachin"
"577","Author","Fortino, Giancarlo","WROTE_A_PAPER_WITH","17982","Author","Peng, Limei"
"804","Author","Chowdhry, Bhawani Shankar","WROTE_A_PAPER_WITH","29086","Author","Yusoff, Zulfadzli"
"45675","Author","Duan, Huayi","WROTE_A_PAPER_WITH","434","Author","Wang, Cong"
"8238","Author","Dou, Zhiyong","WROTE_A_PAPER_WITH","60","Author","Zhang, Yu"
"6085","Author","Li, Geoffrey Ye","WROTE_A_PAPER_WITH","146","Author","Wang, Li-Chun"
"17300","Author","Guis, Mu","WROTE_A_PAPER_WITH","178","Author","Liu, Xin"
"322","Author","Qi, Xin","WROTE_A_PAPER_WITH","6921","Author","Yang, Qing"
"45","Author","Cheng, Yong","WROTE_A_PAPER_WITH","27957","Author","Song, Boming"
"831","Author","Rajendran, Surendran","WROTE_A_PAPER_WITH","43765","Author","Santhanaraj, Riya Kumarasamy"
"37079","Author","Gill, Harsimranjit Singh","WROTE_A_PAPER_WITH","826","Author","Masud, Mehedi"
"503","Author","Li, Jin","WROTE_A_PAPER_WITH","25049","Author","Zhan, Yiju"
"29079","Author","Chang, Hao","WROTE_A_PAPER_WITH","261","Author","Zhang, Feng"
"17029","Author","Yang, Mingxue","WROTE_A_PAPER_WITH","461","Author","Zhou, Jun"
"2818","Author","Qi, Saiyu","WROTE_A_PAPER_WITH","139","Author","Qi, Yong"
"10593","Author","Sun, Qiuye","WROTE_A_PAPER_WITH","515","Author","Wu, Junnan"
"21","Author","Han, Zhu","WROTE_A_PAPER_WITH","17387","Author","Raveendran, Neetu"
"577","Author","Fortino, Giancarlo","WROTE_A_PAPER_WITH","10213","Author","Liang, Zuodong"
"13515","Author","Jiang, Keteng","WROTE_A_PAPER_WITH","663","Author","Li, Haibo"
"170","Author","Hawthorne, Nico","WROTE_A_PAPER_WITH","11926","Author","Teodorescu, Mircea"
"676","Author","Zhao, Langcheng","WROTE_A_PAPER_WITH","1931","Author","Zhou, Anfu"
"2438","Author","Liu, Ying","WROTE_A_PAPER_WITH","337","Author","Zheng, Zibin"
"577","Author","Fortino, Giancarlo","WROTE_A_PAPER_WITH","10212","Author","Fotia, Lidia"
"639","Author","Gupta, Brij B.","WROTE_A_PAPER_WITH","25052","Author","Xie, Yun"
"605","Author","Liang, Qiaochu","WROTE_A_PAPER_WITH","9464","Author","Wang, Kai"
"10896","Author","O'hare, Gregory M.P.","WROTE_A_PAPER_WITH","343","Author","Zhang, Peng"
"3699","Author","Engels, Daniel W.","WROTE_A_PAPER_WITH","93","Author","Qian, Kan"
"6052","Author","Wang, Weiwei","WROTE_A_PAPER_WITH","335","Author","Yang, Qi"
"8987","Author","Abdallah, Mustafa","WROTE_A_PAPER_WITH","734","Author","Peroulis, Dimitrios"
"7298","Author","Ali, Mohammed Hasan","WROTE_A_PAPER_WITH","448","Author","Kumar, R. Lakshmana"
"747","Author","Yu, Yu","WROTE_A_PAPER_WITH","36647","Author","Zeng, Wen-Hao"
"45969","Author","Rawal, Atul","WROTE_A_PAPER_WITH","107","Author","Rawat, Danda B."
"494","Author","Shen, Xuemin","WROTE_A_PAPER_WITH","775","Author","Yang, Dong"
"547","Author","He, Jingsha","WROTE_A_PAPER_WITH","29593","Author","Ji, Dajie"
"7361","Author","Kumar, Arun","WROTE_A_PAPER_WITH","826","Author","Masud, Mehedi"
"1256","Author","Khosravi, Mohammad R.","WROTE_A_PAPER_WITH","407","Author","Lin, Wenmin"
"416","Author","Chithaluru, Premkumar","WROTE_A_PAPER_WITH","26502","Author","Ramadevi, Y."
"29183","Author","Ahmed, Suhail","WROTE_A_PAPER_WITH","452","Author","Dongyan, Hu"
"321","Author","Liu, Liang","WROTE_A_PAPER_WITH","19427","Author","Zhang, Ruiyun"
"26927","Author","Adhikary, Apurba","WROTE_A_PAPER_WITH","878","Author","Shetty, Sachin"
"42223","Author","Cao, Junyi","WROTE_A_PAPER_WITH","317","Author","Zhang, Ying"
"208","Author","Chen, Chien-Ming","WROTE_A_PAPER_WITH","35918","Author","Sun, RuiPei"
"27056","Author","Farid, Ghulam","WROTE_A_PAPER_WITH","391","Author","Gao, Mingliang"
"288","Author","Chen, Junliang","WROTE_A_PAPER_WITH","24957","Author","Tang, Lulu"
"6377","Author","Bai, Xiuxiu","WROTE_A_PAPER_WITH","751","Author","Xi, Wei"
"549","Author","Haque, Rakib Ul","WROTE_A_PAPER_WITH","24023","Author","Sabah, Shabnam"
"2035","Author","Bessis, Nik","WROTE_A_PAPER_WITH","557","Author","Buyya, Rajkumar"
"3882","Author","Manogaran, Gunasekaran","WROTE_A_PAPER_WITH","360","Author","Nam, Yunyoung"
"543","Author","Chen, Xianfu","WROTE_A_PAPER_WITH","37545","Author","Xu, Tianheng"
"494","Author","Shen, Xuemin","WROTE_A_PAPER_WITH","8098","Author","Zhou, Jianshan"
"17731","Author","Kong, Ning","WROTE_A_PAPER_WITH","94","Author","Wang, He"
"31896","Author","Soleymani, Seyed Ahmad","WROTE_A_PAPER_WITH","376","Author","Zeadally, Sherali"
"498","Author","Zhang, Honggang","WROTE_A_PAPER_WITH","26633","Author","Zhao, Zhifeng"
"242","Author","Gupta, Deepak","WROTE_A_PAPER_WITH","20455","Author","Gupta, Harsh"
"43545","Author","Dai, Yuewei","WROTE_A_PAPER_WITH","21","Author","Han, Zhu"
"3326","Author","Rodrigues, Joel J. P. C.","WROTE_A_PAPER_WITH","878","Author","Shetty, Sachin"
"806","Author","Bebortta, Sujit","WROTE_A_PAPER_WITH","36000","Author","Panigrahi, Chhabi Rani"
"423","Author","Jia, Min","WROTE_A_PAPER_WITH","27506","Author","Wang, Linfang"
"769","Author","El-Refaei, Nesreen","WROTE_A_PAPER_WITH","24500","Author","Mishra, Ram Kinker"
"816","Author","Li, Gang","WROTE_A_PAPER_WITH","7106","Author","Li, Zhenbing"
"407","Author","Lin, Wenmin","WROTE_A_PAPER_WITH","11816","Author","Zhang, Xuyun"
"294","Author","Da, Qingan","WROTE_A_PAPER_WITH","23035","Author","Kou, Liang"
"4028","Author","Liu, Anfeng","WROTE_A_PAPER_WITH","165","Author","Liu, Wei"
"864","Author","Punyabukkana, Proadpran","WROTE_A_PAPER_WITH","886","Author","Thuwajit, Punnawish"
"148","Author","Zhang, Ning","WROTE_A_PAPER_WITH","2588","Author","Zhu, Chunsheng"
"22","Author","Liu, Qiang","WROTE_A_PAPER_WITH","18924","Author","Wang, Qing"
